t_s,lat,lon,heading,speed_mps,terrain_h,gps_ok
180.0,43.47450629,42.56635324,107.77,49.748,2109.58,0
180.2,43.47447894,42.56647018,107.87,49.625,2104.42,0
180.4,43.47445094,42.5665874,108.22,49.846,2099.17,0
180.6,43.47442304,42.56670299,108.4,49.203,2093.88,0
180.8,43.4743965,42.56681576,107.97,47.884,2088.63,0
181.0,43.47436958,42.5669268,108.47,47.288,2083.78,0
181.2,43.47434331,42.56703612,108.32,46.515,2078.78,0
181.4,43.47431752,42.56714466,108.13,46.132,2074.49,0
181.6,43.47429219,42.56725126,108.13,45.307,2070.9,0
181.8,43.47426736,42.56735424,108.38,43.828,2067.41,0
182.0,43.47424333,42.56745605,108.02,43.247,2064.48,0
182.2,43.47421775,42.56755977,108.77,44.245,2061.49,0
182.4,43.47419238,42.56766258,108.78,43.862,2058.81,0
182.6,43.47416731,42.56776532,108.59,43.784,2057.29,0
182.8,43.47414181,42.56786661,109.13,43.302,2055.87,0
183.0,43.47411643,42.56796755,109.11,43.149,2055.49,0
183.2,43.47409014,42.56806879,109.68,43.433,2056.07,0
183.4,43.47406309,42.5681711,110.02,43.982,2056.64,0
183.6,43.47403649,42.56827275,109.83,43.645,2059.28,0
183.8,43.47400965,42.56837356,110.15,43.373,2062.23,0
184.0,43.47398326,42.56847343,110.01,42.929,2064.97,0
184.2,43.47395588,42.56857445,110.48,43.56,2069.43,0
184.4,43.47392883,42.56867327,110.66,42.659,2073.55,0
184.6,43.47390114,42.56877099,111.33,42.373,2077.26,0
184.8,43.47387429,42.56886716,111.04,41.62,2080.53,0
185.0,43.47384911,42.56895934,110.63,39.783,2083.85,0
185.2,43.47382382,42.56905099,110.82,39.606,2087.29,1
185.4,43.47379793,42.56914337,111.12,39.998,2090.65,1
185.6,43.47377208,42.56923371,111.52,39.227,2093.73,1
185.8,43.47374613,42.56932328,111.76,38.954,2096.53,1
186.0,43.47372055,42.5694108,111.94,38.112,2099.06,1
186.2,43.47369567,42.5694967,111.76,37.358,2101.59,1
186.4,43.47367156,42.5695799,111.77,36.187,2104.08,1
186.6,43.47364674,42.56966307,112.36,36.325,2106.47,1
186.8,43.47362242,42.56974417,112.45,35.444,2108.74,1
187.0,43.47359783,42.56982477,112.8,35.314,2110.95,1
187.2,43.47357166,42.56990782,113.47,36.573,2113.48,1
187.4,43.47354428,42.5699936,113.74,37.854,2116.26,1
187.6,43.47351652,42.57007817,114.34,37.488,2118.86,1
187.8,43.47348884,42.57016363,114.05,37.804,2121.4,1
188.0,43.47345927,42.57025193,114.77,39.279,2124.07,1
188.2,43.47342848,42.57034141,115.37,40.001,2126.84,1
188.4,43.47339676,42.57043286,115.55,40.943,2129.63,1
188.6,43.47336408,42.5705248,116.09,41.351,2132.51,1
188.8,43.47333237,42.57061538,115.76,40.622,2135.38,1
189.0,43.47330112,42.57070375,115.98,39.707,2138.16,1
189.2,43.4732685,42.57079332,116.65,40.481,2140.56,1
189.4,43.47323507,42.57088438,116.84,41.218,2142.8,1
189.6,43.47320103,42.57097568,117.19,41.46,2144.82,1
189.8,43.47316508,42.57106999,117.71,43.03,2146.01,1
190.0,43.47312927,42.57116386,117.73,42.839,2147.39,1
190.2,43.47309308,42.57125629,118.35,42.42,2149.07,1
190.4,43.4730575,42.57134717,118.34,41.71,2152.19,1
190.6,43.4730214,42.5714378,118.77,41.759,2155.32,1
190.8,43.47298467,42.57152796,119.31,41.765,2158.46,1
191.0,43.47294729,42.57162066,119.06,42.835,2161.65,1
191.2,43.47291069,42.57171037,119.35,41.569,2164.51,1
191.4,43.47287326,42.57180221,119.32,42.547,2166.78,1
191.6,43.47283471,42.57189267,120.42,42.37,2168.47,1
191.8,43.47279534,42.57198515,120.4,43.311,2170.22,1
192.0,43.47275629,42.57207444,121.07,42.108,2171.87,1
192.2,43.47271919,42.57216061,120.68,40.468,2173.54,1
192.4,43.47268013,42.57224968,121.14,42.04,2175.28,1
192.6,43.4726413,42.5723373,121.42,41.467,2176.99,1
192.8,43.47260251,42.57242491,121.39,41.454,2179.19,1
193.0,43.47256368,42.57251029,122.07,40.7,2181.23,1
193.2,43.47252567,42.57259339,122.23,39.677,2183.12,1
193.4,43.47248754,42.57267498,122.78,39.199,2184.82,1
193.6,43.47245007,42.57275526,122.75,38.555,2186.31,1
193.8,43.47241234,42.57283506,123.08,38.472,2187.63,1
194.0,43.4723736,42.57291691,123.11,39.469,2188.81,1
194.2,43.47233321,42.57300022,123.75,40.472,2190.1,1
194.4,43.47229297,42.57308222,124.07,39.987,2191.53,1
194.6,43.47225293,42.57316258,124.48,39.372,2192.92,1
194.8,43.47221366,42.57324135,124.49,38.602,2194.42,1
195.0,43.47217277,42.57332229,124.84,39.835,2196.1,1
195.2,43.47213238,42.57340246,124.78,39.423,2197.86,1
195.4,43.47209085,42.57348266,125.51,39.795,2199.67,1
195.6,43.47204917,42.57356379,125.29,40.152,2201.9,1
195.8,43.47200891,42.57364027,125.96,38.161,2204.02,1
196.0,43.4719672,42.57371833,126.36,39.158,2206.12,1
196.2,43.47192506,42.57379719,126.37,39.56,2208.0,1
196.4,43.47188333,42.57387387,126.87,38.711,2209.52,1
196.6,43.47184289,42.57394626,127.58,36.903,2210.78,1
196.8,43.47180112,42.57402057,127.76,37.964,2211.76,1
197.0,43.47176044,42.57409052,128.71,36.212,2211.4,1
197.2,43.47171989,42.57416056,128.59,36.19,2210.84,1
197.4,43.47167887,42.57423122,128.66,36.551,2210.06,1
197.6,43.47163802,42.57430083,128.96,36.158,2209.06,1
197.8,43.4715982,42.57436789,129.29,35.001,2208.29,1
198.0,43.47155643,42.5744369,129.83,36.296,2207.54,1
198.2,43.47151461,42.5745063,129.71,36.438,2207.14,1
198.4,43.47147308,42.57457431,130.07,35.901,2207.55,1
198.6,43.47143127,42.57464129,130.71,35.69,2208.65,1
198.8,43.47138815,42.57470981,130.92,36.633,2210.11,1
199.0,43.47134624,42.57477597,131.12,35.474,2211.78,1
199.2,43.47130338,42.5748429,131.42,36.055,2213.73,1
199.4,43.47126202,42.57490575,132.2,34.273,2215.6,1
199.6,43.47122173,42.57496414,133.56,32.544,2217.72,1
199.8,43.47118092,42.57502314,133.62,32.921,2220.24,1
200.0,43.47113841,42.57508585,133.05,34.663,2223.17,1
200.2,43.47109645,42.57514771,133.07,34.202,2226.33,1
200.4,43.47105418,42.57520864,133.71,34.05,2229.61,1
200.6,43.47101256,42.5752674,134.3,33.166,2232.8,1
200.8,43.47097088,42.57532559,134.63,33.027,2235.91,1
201.0,43.47092856,42.57538427,134.81,33.416,2236.94,1
201.2,43.47088647,42.57544181,135.23,33.0,2237.59,1
201.4,43.47084338,42.57550044,135.36,33.706,2238.05,1
201.6,43.47079997,42.57555969,135.27,34.008,2238.41,1
201.8,43.47075742,42.57561641,135.95,32.953,2238.61,1
202.0,43.47071381,42.57567505,135.7,33.915,2238.73,1
202.2,43.47067053,42.57573163,136.5,33.209,2239.22,1
202.4,43.47062696,42.57578811,136.75,33.292,2239.95,1
202.6,43.4705831,42.57584556,136.45,33.683,2240.65,1
202.8,43.4705378,42.57590468,136.56,34.73,2241.27,1
203.0,43.47049191,42.57596511,136.3,35.332,2241.85,1
203.2,43.47044537,42.57602529,136.82,35.523,2242.59,1
203.4,43.47039955,42.57608414,137.01,34.865,2244.01,1
203.6,43.47035213,42.57614505,137.01,36.084,2246.63,1
203.8,43.47030318,42.5762095,136.3,37.683,2249.42,1
204.0,43.47025411,42.57627324,136.69,37.535,2252.02,1
204.2,43.47020477,42.57633778,136.49,37.866,2253.92,1
204.4,43.47015481,42.57640195,137.02,38.015,2255.17,1
204.6,43.47010551,42.57646514,137.07,37.475,2256.35,1
204.8,43.47005752,42.57652427,138.2,35.833,2257.9,1
205.0,43.47000893,42.57658397,138.27,36.235,2259.49,1
205.2,43.46995872,42.57664679,137.77,37.749,2260.79,1
205.4,43.46990712,42.57671212,137.42,39.003,2261.75,1
205.6,43.46985483,42.57677727,137.88,39.242,2262.32,1
205.8,43.4698037,42.57683998,138.33,38.099,2263.27,1
206.0,43.46975192,42.57690384,138.17,38.68,2264.5,1
206.2,43.46969854,42.57697187,137.24,40.468,2265.82,1
206.4,43.46964403,42.57703993,137.82,40.944,2267.08,1
206.6,43.46959002,42.57710725,137.87,40.535,2268.18,1
206.8,43.46953688,42.57717189,138.56,39.455,2268.57,1
207.0,43.46948456,42.57723453,139.02,38.579,2268.58,1
207.2,43.46943012,42.57730078,138.55,40.428,2268.31,1
207.4,43.46937572,42.57736803,138.1,40.68,2267.74,1
207.6,43.46932056,42.57743468,138.75,40.835,2266.94,1
207.8,43.46926522,42.5775008,139.07,40.768,2266.38,1
208.0,43.46921073,42.57756458,139.65,39.792,2265.95,1
208.2,43.46915671,42.5776274,139.83,39.345,2265.57,1
208.4,43.46910281,42.5776908,139.52,39.445,2265.23,1
208.6,43.46904851,42.57775421,139.72,39.62,2265.0,1
208.8,43.4689941,42.57781671,140.18,39.427,2264.8,1
209.0,43.46893907,42.57788041,139.97,40.004,2264.82,1
209.2,43.46888605,42.57793906,141.24,37.842,2265.08,1
209.4,43.46883332,42.57799724,141.32,37.603,2265.62,1
209.6,43.46878009,42.57805514,141.71,37.744,2266.37,1
209.8,43.46872656,42.57811428,141.28,38.193,2266.98,1
210.0,43.46867346,42.57817217,141.65,37.688,2267.17,1
210.2,43.46862177,42.57822589,142.97,36.035,2267.06,1
210.4,43.4685715,42.5782778,143.16,34.966,2266.8,1
210.6,43.46852042,42.57832936,143.78,35.245,2266.52,1
210.8,43.46847063,42.57837867,144.29,34.126,2266.24,1
211.0,43.46842145,42.57842631,144.89,33.464,2265.65,1
211.2,43.46837286,42.57847312,145.04,32.998,2264.84,1
211.4,43.46832465,42.57851847,145.69,32.494,2263.59,1
211.6,43.46827778,42.57856204,145.98,31.467,2262.22,1
211.8,43.46822867,42.57860848,145.55,33.153,2260.65,1
212.0,43.468179,42.57865661,144.88,33.8,2259.1,1
212.2,43.46812945,42.57870372,145.39,33.509,2257.83,1
212.4,43.46808163,42.57874756,146.36,31.968,2256.52,1
212.6,43.46803351,42.57879078,146.9,31.973,2255.33,1
212.8,43.46798492,42.57883506,146.52,32.423,2254.2,1
213.0,43.46793527,42.57888192,145.59,33.495,2253.11,1
213.2,43.46788533,42.57892919,145.51,33.725,2252.77,1
213.4,43.46783389,42.57897839,145.24,34.853,2252.97,1
213.6,43.46778263,42.57902716,145.38,34.674,2253.28,1
213.8,43.46773048,42.57907836,144.52,35.641,2254.54,1
214.0,43.46767694,42.57913059,144.71,36.513,2255.67,1
214.2,43.46762413,42.57918198,144.77,35.986,2256.47,1
214.4,43.46757171,42.57923297,144.78,35.718,2256.73,1
214.6,43.46751904,42.57928367,145.06,35.76,2256.87,1
214.8,43.46746724,42.5793323,145.73,34.888,2256.95,1
215.0,43.4674165,42.57937907,146.21,33.977,2256.94,1
215.2,43.46736481,42.5794267,146.23,34.61,2256.8,1
215.4,43.46731342,42.57947322,146.7,34.229,2256.56,1
215.6,43.4672631,42.57951812,147.07,33.365,2256.43,1
215.8,43.46721264,42.57956402,146.57,33.658,2256.46,1
216.0,43.46716146,42.57961021,146.78,34.05,2256.67,1
216.2,43.46710938,42.57965848,146.07,34.936,2257.04,1
216.4,43.4670568,42.5797084,145.43,35.544,2257.52,1
216.6,43.46700505,42.57975537,146.63,34.489,2257.89,1
216.8,43.46695417,42.57980156,146.62,33.916,2258.28,1
217.0,43.46690367,42.57984662,147.07,33.486,2258.63,1
217.2,43.46685421,42.57988955,147.79,32.536,2258.78,1
217.4,43.46680249,42.57993606,146.87,34.376,2258.75,1
217.6,43.46675243,42.57997985,147.59,33.006,2257.5,1
217.8,43.46670167,42.58002443,147.49,33.504,2256.25,1
218.0,43.46665082,42.58007044,146.71,33.861,2255.05,1
218.2,43.46660022,42.5801153,147.24,33.489,2253.84,1
218.4,43.46654953,42.58016131,146.62,33.787,2252.63,1
218.6,43.46649862,42.58020687,147.0,33.792,2251.85,1
218.8,43.46644802,42.58025217,146.99,33.584,2251.38,1
